trial_id,manual_soc_mttr_sec,legacy_siem_mttr_sec,ainative_autonomous_mttr_sec
0,2056.856172699182,72.86712243823783,0.0034651354905174694
1,2740.490735736049,73.22269441083309,0.007782191684113333
2,2518.6761717059385,114.37450658561859,0.007865716094490958
3,2366.8293157026797,71.21461644389477,0.008736869113483859
4,1729.3243211242716,62.323709862173516,0.009534822003503956
5,1805.1905666641107,88.55106043959978,0.011782668715162814
6,1216.6647619794044,127.17822823426114,0.0076467031347107585
7,2313.000297319158,107.58588139225085,0.005906608256471214
8,1809.6580572266657,89.69200391565928,0.010156675752918334
9,2078.741675582396,52.34966402832276,0.005437490261358669
10,1330.0630284931303,96.12594930885099,0.006950742786350725
11,2375.7210733644515,132.81169521070487,0.0037061074320803938
12,2683.519251873327,56.24678099790131,0.0032281566907391176
13,1634.32059715168,88.45595417240501,0.011663835732101325
14,1520.7633426328255,117.29083261675514,0.010523821084609853
15,1722.565967952859,111.49669872876437,0.009263767854843282
16,1614.3062003781433,102.59001673561,0.006680576499728429
17,2164.6085170105957,102.58173547307442,0.004559648880637613
18,1743.7250283065976,70.06122082342003,0.004407933384039775
19,2058.6887337427775,70.03064223667518,0.005252186083481358
20,2362.909563174381,116.93337339608973,0.007943039982355085
21,1467.9184756891823,110.21270101707577,0.009431363304300562
22,1431.1274740113588,119.34478879085833,0.008941776390459583
23,1968.7204154403123,121.19203908818066,0.005519405072513486
24,2032.4267166265631,89.00294853694234,0.011593787525968749
25,2476.494856448935,83.36811009865605,0.009641072250261918
26,1869.613404467648,116.70196459753932,0.007989186472602607
27,1836.43962212293,99.15030268233775,0.008505486716109172
28,1947.228303256629,110.32841195091488,0.00677640056185011
29,1237.1964454430367,110.25882694270356,0.005229578905510417
30,2342.0498583738627,121.10076688116685,0.006203754107861354
31,1638.5872304060163,68.5595735152545,0.009820614994179324
32,1318.1764926139876,80.20320968963331,0.0031295413976678028
33,2257.568385728267,54.21680350712575,0.0040446537645622465
34,2535.071579423122,91.0151149424033,0.0034140237781957747
35,2243.3633387195378,47.27954933257159,0.0033665592208707313
36,1916.6825419246893,86.6375883588153,0.010699145256099066
37,1646.2844322219205,90.43865717253942,0.009332920734420214
38,2438.8606057886573,68.37616306692,0.007267564461785927
39,2006.4327224744638,91.94773771902958,0.0038805074458590134
40,1411.4429424662956,41.556967341279275,0.007424542876051492
41,2087.479977715887,50.24135172096774,0.007261245937025092
42,1607.24198556903,120.86795981144344,0.004558816829190137
43,2502.1088968032545,75.48848970025723,0.006904664843141757
44,1844.387574880701,50.85665728221437,0.0065865426095763615
45,2117.9437495672287,88.35062627623445,0.00854265088246995
46,1817.414569052871,113.415344864212,0.008715842857808794
47,1991.0884606096977,66.32830471232899,0.003407736087948401
48,1700.5699864833907,102.85824702053971,0.006371513531638241
49,1356.7165663892051,53.18604621895008,0.008632739241428128
